VistID,Time_Spent,Age,Avg_Income,Internet_Usage,Ad_Topic,Country_Name,City_code,Male,Time_Period,Weekday,Month,Year,Clicked
1301408,69.9,38,37335,119.03,product_3,Andorra,City_1,Yes,Morning,Saturday,January,2020,1
7437558,75.24,43,62667.51,224.92,product_27,Italy,City_2,Yes,Night,Monday,July,2020,0
3483515,86.81,19,61840.26,216.57,product_18,United Kingdom,City_2,No,Mid-Night,Thursday,April,2020,0
7097550,49.81,25,50972,135.67,product_8,Isle of Man,City_1,No,Noon,Tuesday,June,2020,1
2663461,37.87,23,40159,147.92,product_21,Romania,City_1,Yes,Night,Sunday,April,2020,1
1171970,79.16,29,63274.88,207.48,product_15,Christmas Island,City_2,No,Morning,Sunday,March,2020,0
7651444,44.57,20,71393,141.58,product_9,Kenya,City_3,No,Noon,Friday,June,2020,1
4698628,79.57,51,62475.99,246.29,product_19,Luxembourg,City_4,Yes,Mid-Night,Monday,July,2020,0
9062861,80.38,35,66200.96,184.1,product_23,Norfolk Island,City_4,No,Noon,Thursday,April,2020,0
6224174,68.6,41,37213,105.22,product_20,Iceland,City_1,Yes,Noon,Wednesday,March,2020,1
7435751,65.65,53,51409.45,199.29,product_18,Faroe Islands,City_2,No,Noon,Wednesday,April,2020,1
2703424,83.89,37,48679.54,252.36,product_27,Jordan,City_1,Yes,Early-Morning,Sunday,April,2020,0
5458719,39.36,47,53168,119.27,product_29,Hungary,City_2,Yes,Early-Morning,Monday,March,2020,1
6967945,44.33,37,52723.34,123.72,product_25,Trinidad and Tobago,City_1,Yes,Morning,Friday,January,2020,1
7681386,39.56,41,59243.46,143.13,product_30,Western Sahara,City_2,Yes,Noon,Friday,May,2020,1
4428709,41.53,42,67575.12,158.81,product_1,Mayotte,City_4,No,Mid-Night,Monday,May,2020,1
2105096,84.69,33,64395.85,228.81,product_25,Argentina,City_2,No,Evening,Friday,June,2020,0
9190698,85.23,29,38817.4,240.64,product_14,South Africa,City_7,No,Evening,Thursday,February,2020,0
4317545,73.41,39,67714.82,198.13,product_6,China,City_5,No,Early-Morning,Tuesday,July,2020,0
5332144,72.92,46,64021.55,211.83,product_14,Guinea-Bissau,City_1,Yes,Noon,Sunday,February,2020,0
3576424,65.07,51,65834.97,231.07,product_12,Suriname,City_2,No,Night,Thursday,July,2020,0
6273337,76.32,21,69874.18,261.02,product_26,Benin,City_1,No,Evening,Sunday,June,2020,0
4182096,75.92,44,62053.37,199.4,product_5,Costa Rica,City_3,Yes,Morning,Monday,March,2020,0
7190962,40.19,30,68714,108.16,product_9,Macedonia,City_1,Yes,Evening,Sunday,May,2020,1
8772836,68.72,40,66524.8,205.71,product_26,Mayotte,City_2,No,Early-Morning,Friday,January,2020,0
7080158,62.95,23,71393,133.99,product_8,Tunisia,City_1,No,Noon,Sunday,June,2020,1
5617312,36.49,36,43574,120.95,product_23,New Zealand,City_1,Yes,Mid-Night,Tuesday,July,2020,1
6802492,72.08,53,53185.34,178.75,product_10,Trinidad and Tobago,City_3,No,Night,Friday,March,2020,0
7341816,37.68,59,50086,124.44,product_13,Isle of Man,City_1,Yes,Morning,Thursday,May,2020,1
9747187,85.77,27,52261.73,191.78,product_8,Morocco,City_3,Yes,Night,Saturday,April,2020,0
8916979,67.69,23,54806.18,195.36,product_26,Burundi,City_5,Yes,Noon,Monday,May,2020,0
9821408,75.24,43,58909.36,215.93,product_17,United States of America,City_5,Yes,Mid-Night,Sunday,May,2020,0
2468769,52.62,53,29359,167.22,product_17,Falkland Islands (Malvinas),City_1,No,Morning,Thursday,January,2020,1
3943873,79.52,51,55479.62,238.63,product_14,American Samoa,City_2,Yes,Noon,Sunday,July,2020,0
2485088,59.13,50,41356,125.2,product_6,Mali,City_1,No,Evening,Monday,June,2020,1
5094356,42.6,55,46694,123.08,product_10,Cyprus,City_2,No,Noon,Friday,May,2020,1
3555510,76.79,27,55677.12,235.94,product_20,Canada,City_4,No,Night,Sunday,May,2020,0
5138442,40.34,55,53042,170.49,product_17,Myanmar,City_1,No,Morning,Wednesday,July,2020,1
4470431,74.18,51,61270.14,201.04,product_28,Cape Verde,City_1,No,Evening,Tuesday,April,2020,0
6780209,83.26,30,73608.99,250.03,product_14,Lebanon,City_2,No,Morning,Monday,May,2020,0
7448909,43.77,48,32689,133.18,product_11,Mali,City_1,No,Evening,Friday,January,2020,1
5435850,82.4,39,63764.28,227.72,product_27,Belarus,City_1,Yes,Evening,Thursday,May,2020,0
5283855,59.21,53,63451,139.34,product_23,Chile,City_2,No,Morning,Sunday,July,2020,1
2316645,78.58,27,46403.18,227.72,product_5,Switzerland,City_2,Yes,Evening,Sunday,June,2020,1
4823565,79.22,29,65180.97,218.22,product_10,China,City_4,Yes,Morning,Thursday,July,2020,0
1427659,63.43,26,51864.77,233.56,product_5,Barbados,City_5,Yes,Morning,Friday,May,2020,0
5124973,75.83,32,44559.43,212.59,product_8,United States of America,City_5,Yes,Evening,Monday,March,2020,0
2063244,69.86,35,60283.47,198.32,product_1,Kyrgyz Republic,City_1,No,Night,Monday,May,2020,0
5134573,83.55,24,56379.3,225.29,product_4,Tajikistan,City_1,Yes,Evening,Wednesday,April,2020,0
2693680,81.46,29,51636.12,231.54,product_8,Ireland,City_2,No,Noon,Monday,February,2020,0
2343885,37.74,59,53337,135.51,product_13,Namibia,City_1,No,Early-Morning,Tuesday,June,2020,1
7033777,41.7,51,60954,139.32,product_13,Syrian Arab Republic,City_1,No,Morning,Saturday,July,2020,1
1985085,79.71,39,62238.58,267.01,product_20,Saint Martin,City_3,No,Noon,Friday,July,2020,0
9333956,84.76,31,66265.34,219.72,product_7,Norway,City_2,No,Mid-Night,Saturday,June,2020,0
6564214,86.58,42,54773.99,214.74,product_25,Palau,City_2,Yes,Noon,Saturday,July,2020,0
4779176,76.06,43,56113.37,246.44,product_13,Lao People's Democratic Republic,City_4,Yes,Night,Monday,July,2020,0
3669928,59.05,38,25583,148.93,product_29,Chad,City_1,No,Noon,Friday,April,2020,1
9511418,56.46,26,66187.58,151.63,product_14,Albania,City_6,No,Evening,Thursday,April,2020,1
2089583,68.61,23,38745,188.56,product_8,Hong Kong,City_4,Yes,Morning,Saturday,March,2020,1
7551025,76.2,22,66574,209.64,product_9,Netherlands Antilles,City_3,No,Evening,Thursday,February,2020,0
5095614,76.07,23,66699.12,236.64,product_28,Belize,City_3,No,Evening,Monday,May,2020,0
7361603,68.88,36,65421.39,254.65,product_12,Nicaragua,City_2,Yes,Night,Sunday,March,2020,0
3272622,91.1,44,51816.27,226.64,product_28,Nicaragua,City_3,No,Night,Monday,January,2020,0
7147518,74.71,33,65180.97,184.98,product_21,United States of America,City_5,Yes,Night,Wednesday,May,2020,0
8793343,80.87,25,78092.95,250.03,product_11,Uruguay,City_4,Yes,Morning,Thursday,January,2020,0
8153533,36.49,41,42898,120.75,product_5,Armenia,City_1,No,Night,Thursday,February,2020,1
6027645,35.61,46,51900,195.91,product_27,Dominican Republic,City_1,No,Morning,Thursday,May,2020,1
8144265,43.57,33,28187,169.4,product_22,Tokelau,City_1,No,Early-Morning,Friday,February,2020,1
8519621,79.82,34,62053.37,210.39,product_5,Belarus,City_2,No,Morning,Wednesday,May,2020,1
4571803,48.09,50,42192,143.79,product_6,San Marino,City_1,No,Morning,Friday,January,2020,1
4231763,62.14,41,59397.89,110.93,product_28,Angola,City_2,Yes,Evening,Saturday,January,2020,1
7226214,76.81,39,58476.57,236.15,product_14,Fiji,City_1,No,Evening,Monday,July,2020,0
5392893,69.08,24,47357.39,202.61,product_24,Colombia,City_1,Yes,Noon,Thursday,May,2020,0
8049282,81.05,21,76435.3,240.64,product_13,Turkmenistan,City_4,Yes,Night,Wednesday,March,2020,0
3803042,40.04,52,36782,130.83,product_24,Cote d'Ivoire,City_1,Yes,Night,Friday,June,2020,1
8048176,76.56,30,68030.18,213.75,product_17,Brunei Darussalam,City_2,No,Morning,Tuesday,March,2020,0
9651724,32.6,53,30228,115.37,product_6,French Polynesia,City_1,No,Noon,Thursday,March,2020,1
9123814,76.32,38,68441.85,230.91,product_28,Guyana,City_4,Yes,Morning,Sunday,February,2020,0
5902441,82.12,52,28679.93,201.15,product_8,Germany,City_1,Yes,Morning,Wednesday,February,2020,1
6089355,80.53,29,66345.1,187.64,product_14,Singapore,City_6,No,Morning,Monday,March,2020,0
3264347,58.35,55,56683,129.41,product_8,Palestinian Territory,City_1,Yes,Evening,Sunday,May,2020,1
4312850,87.97,51,59967.19,236.75,product_26,Cuba,City_1,Yes,Night,Thursday,March,2020,0
4405899,41.67,38,56436,137.24,product_6,Monaco,City_1,No,Evening,Monday,June,2020,1
8682759,75.92,28,67279.06,166.19,product_26,Barbados,City_3,No,Mid-Night,Monday,February,2020,0
8014983,54.37,30,65963,144.69,product_21,Angola,City_1,Yes,Mid-Night,Thursday,May,2020,1
3189416,66,22,15879,130.83,product_4,Venezuela,City_3,Yes,Night,Sunday,February,2020,1
6465623,75.74,36,58909.36,164.25,product_8,Ireland,City_1,No,Evening,Tuesday,January,2020,0
8911061,81.99,33,61270.14,230.9,product_10,French Polynesia,City_1,No,Noon,Monday,February,2020,0
8887347,55.55,22,64564.07,224.92,product_25,Jordan,City_1,No,Noon,Wednesday,April,2020,0
1572974,81.95,48,54541.56,222.63,product_14,Saint Vincent and the Grenadines,City_1,Yes,Noon,Thursday,June,2020,0
9381757,73.21,55,39032,145.98,product_24,Hong Kong,City_2,Yes,Mid-Night,Wednesday,July,2020,1
5201470,79.54,38,58953.01,193.63,product_14,United Kingdom,City_1,Yes,Evening,Sunday,April,2020,0
7938042,37.47,34,64011,140.46,product_27,Faroe Islands,City_2,No,Mid-Night,Saturday,February,2020,1
8538489,61.04,33,60803,129.16,product_27,South Georgia and the South Sandwich Islands,City_1,No,Evening,Thursday,July,2020,1
3872872,79.97,45,72272.9,198.79,product_20,Eritrea,City_1,No,Mid-Night,Thursday,July,2020,0
4191427,78.32,49,27073,194.83,product_1,British Virgin Islands,City_1,No,Evening,Saturday,March,2020,1
6669481,76.84,32,68877.02,211.65,product_26,Brunei Darussalam,City_5,No,Morning,Tuesday,February,2020,0
6826474,78.36,46,67307.43,217.1,product_20,Cote d'Ivoire,City_1,No,Evening,Saturday,January,2020,0
3059859,41.67,29,60249,115.6,product_14,Kuwait,City_1,No,Early-Morning,Friday,February,2020,1
7310507,42.6,60,34886,154.02,product_19,Senegal,City_4,Yes,Mid-Night,Saturday,April,2020,1
1201816,42.6,42,52337,195.89,product_20,Uzbekistan,City_1,No,Noon,Tuesday,March,2020,1
7004560,67.64,24,44559.43,222.87,product_12,French Guiana,City_3,No,Morning,Sunday,May,2020,0
9948584,74.87,35,71719,167.07,product_6,Christmas Island,City_3,No,Morning,Tuesday,March,2020,1
9466637,78.7,30,53441.69,133.99,product_18,Turkey,City_3,No,Evening,Wednesday,February,2020,1
5207790,87.29,51,53431.35,210.27,product_28,Angola,City_3,Yes,Morning,Thursday,June,2020,0
2351837,83.17,53,41768.13,267.01,product_10,United States of America,City_4,Yes,Night,Thursday,March,2020,0
1812024,37.74,37,53310,160.49,product_4,Egypt,City_1,No,Early-Morning,Tuesday,April,2020,1
9101281,41.16,50,48913,207.18,product_23,Seychelles,City_1,Yes,Early-Morning,Wednesday,June,2020,1
1459416,85.84,34,64654.66,192.93,product_1,Saint Vincent and the Grenadines,City_1,Yes,Early-Morning,Wednesday,June,2020,0
5061240,78.77,28,63497.62,211.83,product_10,Guam,City_2,No,Morning,Friday,January,2020,0
6507448,56.56,49,64447.77,198.11,product_13,Belgium,City_1,Yes,Evening,Saturday,March,2020,1
7473198,62.26,53,56770.79,125.45,product_16,Montenegro,City_1,Yes,Noon,Thursday,April,2020,1
9270507,77.44,34,61389.5,183.48,product_25,Luxembourg,City_7,Yes,Morning,Monday,July,2020,0
7708702,71.83,45,70053,120.12,product_13,Palau,City_1,Yes,Night,Sunday,May,2020,1
7023676,76.83,43,57844.96,221.51,product_22,New Zealand,City_1,Yes,Mid-Night,Thursday,March,2020,0
9593330,84.45,31,55788,115.35,product_20,Sweden,City_1,Yes,Mid-Night,Tuesday,May,2020,1
9406272,53.92,43,31266,136.64,product_11,South Georgia and the South Sandwich Islands,City_1,No,Noon,Monday,January,2020,1
1026652,79.09,32,69481.85,209.72,product_8,Svalbard & Jan Mayen Islands,City_5,Yes,Night,Saturday,May,2020,0
7725930,34.3,26,61230,171.24,product_6,Kyrgyz Republic,City_1,Yes,Morning,Tuesday,January,2020,1
6461619,87.46,47,68783.45,207.44,product_16,Anguilla,City_2,Yes,Early-Morning,Monday,July,2020,0
1361566,59.99,48,73910.9,224.44,product_8,Rwanda,City_5,Yes,Mid-Night,Sunday,May,2020,0
2550240,90.75,33,77871.75,198.32,product_17,American Samoa,City_1,No,Mid-Night,Sunday,June,2020,0
7080428,75,33,66263.37,209.72,product_10,Trinidad and Tobago,City_3,No,Evening,Tuesday,March,2020,0
7433645,76.32,39,66027.31,223.28,product_6,Canada,City_1,Yes,Night,Thursday,February,2020,0
5038079,46.08,60,36884,120.9,product_10,Chad,City_2,No,Early-Morning,Monday,March,2020,1
9290263,80.29,21,62772.42,231.85,product_13,Uzbekistan,City_2,No,Night,Tuesday,March,2020,0
7610914,54.08,36,53012.94,111.02,product_9,Mayotte,City_5,Yes,Early-Morning,Thursday,June,2020,1
5884376,36.44,43,38261,119.84,product_7,Eritrea,City_2,No,Night,Saturday,May,2020,1
5646199,73.27,44,54952.42,223.93,product_28,Armenia,City_2,Yes,Evening,Friday,February,2020,0
5504586,65.4,49,71296.67,196.77,product_19,Gabon,City_2,No,Morning,Tuesday,May,2020,0
5235862,85.24,34,74903.41,253.48,product_13,China,City_1,No,Noon,Sunday,February,2020,0
6989865,41.7,37,47998,153.69,product_7,Angola,City_1,Yes,Noon,Sunday,February,2020,1
1959257,77.14,21,70377.23,258.26,product_6,Somalia,City_2,No,Evening,Sunday,June,2020,0
1021235,78.7,61,71456,124.44,product_8,Senegal,City_4,Yes,Evening,Saturday,March,2020,1
8875147,66.03,50,56113.37,232.21,product_13,Tokelau,City_3,No,Morning,Friday,July,2020,0
8195277,88.72,23,77220.42,211.39,product_21,Tonga,City_2,Yes,Morning,Monday,May,2020,0
5271409,67.76,47,76408.19,244.55,product_27,Gibraltar,City_1,Yes,Noon,Thursday,February,2020,0
6132758,84.79,32,52011,217.1,product_24,Morocco,City_1,Yes,Noon,Saturday,June,2020,0
4859946,56.01,53,31343,127.37,product_17,Northern Mariana Islands,City_1,Yes,Early-Morning,Saturday,July,2020,1
1629527,50.18,33,18819,129.23,product_12,French Southern Territories,City_1,Yes,Evening,Monday,April,2020,1
1373724,59.88,26,46974.15,205.5,product_27,Svalbard & Jan Mayen Islands,City_1,Yes,Evening,Wednesday,January,2020,0
9541706,35,46,45522,160.49,product_16,Trinidad and Tobago,City_1,Yes,Mid-Night,Thursday,February,2020,1
5624692,82.07,25,64654.66,251,product_11,Philippines,City_3,Yes,Noon,Saturday,January,2020,1
3636970,80.94,45,44559.43,233.56,product_16,India,City_2,Yes,Evening,Wednesday,May,2020,0
3915708,37.45,30,65957,123.71,product_9,Comoros,City_1,Yes,Morning,Tuesday,March,2020,1
5799016,43.83,34,31088,140.15,product_28,Saint Martin,City_2,No,Evening,Tuesday,January,2020,1
6914551,41.46,43,70233,135.72,product_28,Wallis and Futuna,City_1,No,Mid-Night,Friday,July,2020,1
5203004,54.55,60,73348,107.56,product_22,Egypt,City_2,No,Early-Morning,Friday,March,2020,1
1261275,52.62,46,60641,173.75,product_3,Singapore,City_1,Yes,Morning,Friday,July,2020,1
8457229,59.21,42,31216,151.25,product_13,Timor-Leste,City_1,No,Night,Saturday,April,2020,1
8141185,67.35,57,50760,133.17,product_29,Taiwan,City_1,Yes,Early-Morning,Wednesday,May,2020,1
8146781,77.75,19,73600.28,227.56,product_22,Ecuador,City_5,Yes,Evening,Monday,May,2020,0
8777538,83.49,28,36834.04,227.63,product_24,Australia,City_1,Yes,Evening,Thursday,March,2020,0
3152180,33.33,36,66349,127.82,product_1,Monaco,City_1,No,Night,Wednesday,January,2020,1
8946143,44.15,31,48454,134.6,product_13,Bhutan,City_1,No,Night,Wednesday,May,2020,1
9961679,66.4,38,60550.66,222.25,product_18,Azerbaijan,City_3,No,Night,Saturday,July,2020,0
5128174,58.6,30,31523,174.88,product_1,Micronesia,City_4,No,Noon,Saturday,March,2020,1
2201568,72.01,26,69710.51,249.45,product_5,Reunion,City_2,Yes,Mid-Night,Wednesday,April,2020,0
3753938,54.7,46,72802,198.3,product_8,Saint Martin,City_1,Yes,Noon,Tuesday,July,2020,1
5914094,68.94,47,75510,129.23,product_12,Kiribati,City_1,No,Morning,Friday,January,2020,1
8386827,70.04,19,49544.41,217.1,product_15,Cameroon,City_1,Yes,Morning,Friday,May,2020,0
6950326,61.82,45,49525,112.72,product_14,Cuba,City_2,Yes,Early-Morning,Sunday,March,2020,1
5205107,68.68,37,70377.23,241.38,product_14,Uzbekistan,City_1,No,Noon,Tuesday,July,2020,0
1416453,74.87,52,51692,182.65,product_26,Malta,City_2,Yes,Evening,Friday,July,2020,1
5971458,88.12,29,49325.48,218.22,product_29,Cape Verde,City_1,No,Evening,Saturday,June,2020,0
1458379,45.96,51,48206,121.05,product_6,Djibouti,City_1,Yes,Noon,Tuesday,May,2020,1
7857546,81.37,46,64564.07,219.98,product_11,Palestinian Territory,City_1,No,Evening,Monday,February,2020,0
2958626,54.35,39,55642.32,224.58,product_22,Yemen,City_1,No,Night,Friday,June,2020,0
3118304,56.93,37,65900,150.8,product_15,New Caledonia,City_2,No,Evening,Sunday,April,2020,1
9939017,87.26,35,73104.47,222.87,product_4,Slovakia (Slovak Republic),City_2,Yes,Noon,Wednesday,April,2020,0
9702269,77.95,38,49457.48,193.63,product_5,Guam,City_3,Yes,Noon,Thursday,July,2020,0
7745540,57.2,55,48348,125.22,product_21,Costa Rica,City_2,No,Morning,Wednesday,January,2020,1
1677648,84.31,22,58037.66,192.27,product_20,China,City_1,No,Mid-Night,Saturday,June,2020,0
1300120,80.67,37,58909.36,181.11,product_22,Wallis and Futuna,City_2,Yes,Morning,Monday,June,2020,0
4947127,83.4,40,73474.82,180.88,product_23,Jordan,City_1,No,Evening,Saturday,July,2020,0
5161030,78.57,36,64045.93,239.32,product_15,Liberia,City_2,Yes,Mid-Night,Sunday,March,2020,0
4338531,68.88,27,65653.47,211.56,product_23,Benin,City_1,No,Night,Friday,April,2020,0
9294539,79.81,38,71719,125.45,product_30,Canada,City_3,No,Night,Saturday,July,2020,1
8407075,42.84,52,27073.27,182.2,product_7,Tunisia,City_4,Yes,Noon,Monday,March,2020,1
1871267,56.46,50,51171,143.13,product_22,Montserrat,City_1,Yes,Evening,Sunday,May,2020,1
5983773,79.61,28,56457.01,217.85,product_16,Norfolk Island,City_1,No,Noon,Wednesday,February,2020,0
6117902,77.14,21,64188.5,218.79,product_4,Jamaica,City_2,Yes,Mid-Night,Tuesday,April,2020,0
4780190,81.98,26,50983.75,243.37,product_2,Gibraltar,City_2,No,Early-Morning,Friday,June,2020,0
5993948,73.89,51,35254,136.85,product_22,Yemen,City_1,No,Evening,Monday,February,2020,1
4606800,66.83,50,73882.91,208.01,product_14,Azerbaijan,City_3,No,Noon,Saturday,July,2020,0
8190997,49.21,51,59683,166.86,product_5,Micronesia,City_1,No,Early-Morning,Tuesday,February,2020,1
7599161,77.44,28,65620.25,210.39,product_11,Gabon,City_4,No,Early-Morning,Friday,June,2020,0
5717989,58.05,37,52182,108.16,product_23,Cote d'Ivoire,City_2,Yes,Morning,Monday,May,2020,1
9595519,76.44,45,62669.59,225.76,product_30,Saint Martin,City_4,Yes,Night,Monday,April,2020,0
6925242,39.53,33,40243.82,142.21,product_17,Central African Republic,City_2,Yes,Noon,Wednesday,June,2020,1
2775967,56.46,59,50457,117.33,product_16,Switzerland,City_2,No,Evening,Saturday,January,2020,1
1496750,44.16,34,29728,194.44,product_26,Tonga,City_1,No,Night,Saturday,March,2020,1
5652634,56.3,22,61691,132.08,product_17,Norway,City_1,Yes,Night,Monday,July,2020,1
7460553,70.03,32,48679.54,221.21,product_8,Tokelau,City_4,No,Night,Sunday,April,2020,1
7009375,61.72,29,39699.13,201.29,product_14,French Southern Territories,City_1,Yes,Morning,Wednesday,April,2020,0
4194070,57.2,42,57739.03,110.66,product_1,New Zealand,City_3,No,Noon,Saturday,March,2020,1
9160160,67.58,41,65044.59,255.61,product_18,Mayotte,City_1,Yes,Evening,Monday,February,2020,0
1969025,67.85,54,40183,118.27,product_19,Wallis and Futuna,City_1,Yes,Noon,Monday,February,2020,1
6401566,88.89,50,71228.44,256.09,product_9,Kyrgyz Republic,City_2,Yes,Noon,Thursday,April,2020,0
7897560,74.84,32,61467.33,225.02,product_30,Tokelau,City_2,No,Early-Morning,Thursday,June,2020,0
7258849,66.69,48,48913,114.53,product_28,Holy See (Vatican City State),City_1,No,Noon,Friday,May,2020,1
5749353,83.97,45,66699.12,192.5,product_28,Portugal,City_1,Yes,Night,Sunday,January,2020,0
2149923,72.76,22,42760.22,195.31,product_6,Japan,City_3,No,Noon,Friday,July,2020,0
5596975,81.99,53,67938.77,162.03,product_18,Canada,City_1,Yes,Noon,Friday,January,2020,0
7053917,72.45,51,69438.04,225.99,product_9,United Arab Emirates,City_2,No,Morning,Wednesday,April,2020,0
1550723,81.38,40,50356.06,187.03,product_6,Western Sahara,City_2,No,Night,Thursday,April,2020,0
1351478,90.75,39,63115.34,178.51,product_18,Lao People's Democratic Republic,City_1,No,Noon,Friday,May,2020,0
2755634,61.04,41,75805.12,149.21,product_21,Benin,City_2,No,Noon,Monday,May,2020,1
5576533,46.14,28,39723.97,137.97,product_23,Ethiopia,City_4,Yes,Noon,Monday,April,2020,1
9743416,66.08,19,59458,109.07,product_30,France,City_5,No,Morning,Sunday,April,2020,1
1207311,81.98,40,65461.92,229.22,product_27,Seychelles,City_1,No,Noon,Friday,April,2020,0
6447544,51.68,23,34904,150.29,product_16,French Guiana,City_3,No,Night,Friday,February,2020,1
8567319,39.34,43,31215.88,148.93,product_20,Bangladesh,City_3,No,Night,Sunday,April,2020,1
3693396,74.87,35,71393,129.8,product_3,Rwanda,City_1,No,Early-Morning,Sunday,January,2020,1
2307337,41.67,35,44249,128,product_9,Jersey,City_3,Yes,Early-Morning,Tuesday,May,2020,1
7755102,76.2,53,69562.46,221.59,product_7,Belize,City_3,Yes,Early-Morning,Thursday,April,2020,0
7535392,74.49,23,70179.11,222.26,product_15,Algeria,City_5,No,Mid-Night,Thursday,April,2020,0
4775946,80.23,47,58776.67,190.08,product_5,Cyprus,City_5,Yes,Mid-Night,Saturday,February,2020,0
2633838,75.71,40,56725.47,186.37,product_27,Togo,City_1,Yes,Noon,Friday,July,2020,0
3679664,69.08,44,63296.87,218.17,product_11,Liberia,City_5,Yes,Mid-Night,Thursday,June,2020,0
6108657,55.74,23,28495,107.56,product_13,Brunei Darussalam,City_1,Yes,Evening,Thursday,March,2020,1
9703091,48.09,52,60969,115.26,product_27,Saudi Arabia,City_3,No,Night,Friday,May,2020,1
8257369,67.94,59,42838,111.63,product_22,Iceland,City_1,Yes,Evening,Friday,May,2020,1
7573807,89.15,44,68717,158.42,product_2,Greece,City_7,No,Evening,Friday,April,2020,0
2358554,71.33,33,65576,162.05,product_5,Macedonia,City_1,No,Night,Monday,April,2020,1
2554684,73.1,29,67669.06,254.57,product_25,Belarus,City_1,Yes,Night,Sunday,March,2020,0
4798072,65.19,40,53817,178.85,product_27,Cambodia,City_2,No,Morning,Friday,January,2020,1
6565152,80.67,51,57260.41,226.69,product_25,Albania,City_4,No,Mid-Night,Saturday,July,2020,0
9193305,53.3,25,41060,123.24,product_10,Antarctica (the territory South of 60 deg S),City_1,No,Noon,Thursday,July,2020,1
5067362,87.26,26,67714.82,217.1,product_12,Israel,City_1,Yes,Noon,Sunday,May,2020,0
6605034,58.18,36,77988.71,210.26,product_18,Panama,City_1,No,Night,Sunday,May,2020,1
4905374,70.29,51,48852.58,255.61,product_13,Serbia,City_3,Yes,Night,Thursday,May,2020,0
1094760,40.17,19,43386,173.43,product_23,Belize,City_3,Yes,Early-Morning,Thursday,June,2020,1
5109782,84,48,46868.53,136.21,product_25,Kyrgyz Republic,City_4,Yes,Early-Morning,Sunday,April,2020,1
2163846,81.61,20,62336.39,221.18,product_23,Svalbard & Jan Mayen Islands,City_1,No,Night,Tuesday,June,2020,0
4800435,80.47,49,77460.07,253.17,product_9,Papua New Guinea,City_5,No,Night,Friday,April,2020,0
5768198,59.96,41,66980,142.04,product_15,Venezuela,City_2,Yes,Evening,Sunday,January,2020,1
4635763,79.8,53,67744.56,230.93,product_15,Indonesia,City_4,Yes,Morning,Monday,April,2020,0
4788895,78.29,38,57844.96,252.07,product_8,Liberia,City_4,No,Evening,Tuesday,January,2020,0
3001832,78.17,32,55368.67,218.97,product_10,China,City_3,Yes,Morning,Saturday,February,2020,0
2389643,71.55,45,56605.12,240.63,product_16,British Virgin Islands,City_3,Yes,Noon,Thursday,February,2020,0
5225856,71.23,56,29728,132.08,product_6,Holy See (Vatican City State),City_1,No,Mid-Night,Monday,January,2020,1
4217996,44.46,19,51317,111.94,product_26,Eritrea,City_2,Yes,Early-Morning,Thursday,January,2020,1
3787246,78.24,29,56379.3,219.49,product_11,British Virgin Islands,City_2,Yes,Evening,Tuesday,February,2020,0
9475311,91.43,50,47139.21,241.38,product_25,Central African Republic,City_2,No,Mid-Night,Sunday,February,2020,0
9558471,64.1,38,78119.5,226.74,product_28,Rwanda,City_4,Yes,Noon,Saturday,February,2020,0
9877906,76.83,25,63879.72,248.19,product_22,South Georgia and the South Sandwich Islands,City_2,No,Evening,Wednesday,April,2020,0
7898650,88.12,27,69718.19,211.65,product_12,Saudi Arabia,City_1,No,Evening,Friday,February,2020,0
4180386,49.19,38,61004.51,123.08,product_11,Hungary,City_5,No,Noon,Thursday,May,2020,1
5047415,43.49,26,47339,127.26,product_4,American Samoa,City_2,No,Morning,Monday,January,2020,1
7450008,84.73,28,51315,129.33,product_24,Germany,City_1,No,Night,Monday,January,2020,1
1163026,76.9,32,71727.51,226.54,product_15,Macedonia,City_2,No,Morning,Saturday,March,2020,0
6653013,84.29,26,73174.19,243.37,product_18,Sri Lanka,City_1,No,Mid-Night,Monday,February,2020,0
5889450,75.64,29,69718.19,204.82,product_16,Iran,City_4,Yes,Evening,Tuesday,March,2020,0
2816125,90.75,28,61628.72,229.99,product_30,Saudi Arabia,City_1,Yes,Noon,Friday,May,2020,0
6560904,80.91,42,67511.86,158.29,product_29,Cote d'Ivoire,City_4,No,Night,Friday,July,2020,0
2613723,63.45,51,59240,139.42,product_22,Andorra,City_2,No,Morning,Sunday,May,2020,1
3790363,83.07,46,60151.77,235.01,product_6,Ukraine,City_2,Yes,Night,Thursday,March,2020,0
1865768,65.53,40,70505.06,236.64,product_2,Belize,City_4,Yes,Evening,Thursday,February,2020,0
2306051,67.69,19,70495.64,204.52,product_24,Norway,City_2,No,Noon,Saturday,January,2020,0
6047945,84.25,51,56729.78,217.1,product_16,Iran,City_1,No,Evening,Saturday,March,2020,1
1902079,58.6,51,34191,159.69,product_19,Paraguay,City_1,Yes,Noon,Friday,January,2020,1
9606656,74.41,42,70575.6,236.75,product_17,Korea,City_3,Yes,Morning,Sunday,February,2020,1
3663342,44.49,53,63100.13,168,product_23,Sao Tome and Principe,City_2,Yes,Early-Morning,Saturday,April,2020,1
3826453,83.47,35,47708.42,234.81,product_4,Cyprus,City_1,Yes,Morning,Friday,June,2020,0
3928042,49.19,39,63891,149.53,product_4,Congo,City_1,No,Mid-Night,Thursday,March,2020,1
8030465,71.9,29,41851,151.72,product_14,Lebanon,City_2,Yes,Noon,Thursday,January,2020,1
